0,1.9855518999975175,398,329,339
1,2.0157554999459535,399,330,339
2,2.04532549995929,399,328,340
3,2.075878599891439,399,330,337
4,2.105389599921182,399,329,340
5,2.135471799876541,400,330,339
6,2.1655274000950158,365,329,340
7,2.225566399982199,348,330,340
8,2.255572099937126,344,329,338
9,2.2855424999725074,398,326,331
10,2.3157047999557108,365,324,333
11,2.3456721000839025,399,325,341
12,2.375502600101754,398,333,347
13,2.4061443998944014,375,333,352
14,2.4362321998924017,367,330,339
15,2.4655446000397205,349,329,340
16,2.4954570999834687,336,329,339
17,2.5256040999665856,332,329,340
18,2.555428799940273,337,330,339
19,2.585458399960771,341,330,339
20,2.6157176000997424,339,329,340
21,2.645606500096619,332,330,340
22,2.6755109999794513,330,329,340
23,2.7055967999622226,335,329,340
24,2.7355963001027703,341,329,340
25,2.76546710007824,341,330,340
26,2.795541699975729,335,329,340
27,2.8257019999437034,331,329,340
28,2.8554632000159472,333,330,340
29,2.886137899942696,338,329,339
30,2.9157326000276953,340,329,340
31,2.9455277000088245,337,330,340
32,2.975318100070581,333,330,340
33,3.0054927999153733,333,330,340
34,3.035600099945441,341,329,340
35,3.0654911999590695,345,329,339
36,3.095614799996838,347,329,340
37,3.125442599877715,339,330,339
38,3.1556991999968886,335,329,339
39,3.1855611000210047,338,330,339
40,3.215440799947828,342,329,339
41,3.2453342000953853,341,329,340
42,3.2759736001025885,336,330,339
43,3.305426500039175,332,330,340
44,3.3355771000497043,334,329,339
45,3.36544799990952,340,328,339
46,3.395439599873498,341,329,339
47,3.4258155999705195,337,329,339
48,3.4561564999166876,332,330,340
49,3.4855939000844955,332,329,340
50,3.5153675000183284,338,329,340
51,3.5453401000704616,342,331,341
52,3.5754193998873234,338,330,339
53,3.605483999941498,336,329,340
54,3.6354819999542087,334,332,340
55,3.6657076000701636,338,330,340
56,3.695494000101462,342,327,341
57,3.725412599975243,342,329,339
58,3.7555829999037087,338,330,340
59,3.7854613000527024,333,331,339
60,3.815486300038174,335,329,340
61,3.8461595000699162,340,329,339
62,3.8754090000875294,341,330,339
63,3.9055963000282645,337,329,340
64,3.9355774999130517,334,330,340
65,3.9656899999827147,334,330,340
66,3.995541299926117,339,329,340
67,4.025560500100255,342,329,339
68,4.055615700082853,341,329,339
69,4.08567319996655,336,329,340
70,4.115475799888372,335,330,340
71,4.145561799872667,338,330,339
72,4.175443799933419,341,330,339
73,4.20542660006322,340,329,340
74,4.2354731999803334,336,329,339
75,4.265462500043213,333,329,340
76,4.295450800098479,337,329,340
77,4.32565649994649,342,329,340
78,4.355469499947503,343,329,340
79,4.385719700017944,339,329,340
80,4.415611899923533,335,330,339
81,4.445514699909836,336,329,339
82,4.475479000015184,342,330,339
83,4.50564350001514,345,330,339
84,4.535432300064713,342,329,340
85,4.565619899891317,339,330,339
86,4.595402099890634,337,329,339
87,4.6254513000603765,340,329,340
88,4.655604500090703,345,329,339
89,4.685616000089794,342,330,340
90,4.715745100053027,337,330,339
91,4.745678399922326,334,329,340
92,4.776191900018603,337,330,340
93,4.8055710000917315,341,329,339
94,4.835696799913421,339,330,340
95,4.865836699958891,333,329,339
96,4.895552299916744,330,329,340
97,4.92555720009841,333,329,340
98,4.9556917999871075,340,329,339
99,4.985825400101021,342,329,339
100,5.015659200027585,338,330,339
101,5.045739500084892,336,330,340
102,5.07560810004361,336,329,339
103,5.1058020000346005,340,329,339
104,5.135649000061676,343,330,339
105,5.16592639987357,341,329,340
106,5.19553430005908,335,329,340
107,5.225795299978927,334,330,340
108,5.255620500072837,337,330,340
109,5.285575799876824,340,329,339
110,5.3156667000148445,337,329,340
111,5.346045299898833,330,329,338
112,5.375395599985495,326,330,339
113,5.40566199994646,333,330,339
114,5.435744999907911,369,325,330
115,5.465626599965617,369,328,332
116,5.495498900068924,378,347,333
117,5.525570899946615,400,323,336
118,5.555623699910939,401,316,322
119,5.585724100004882,356,322,328
120,5.615489999996498,400,322,323
121,5.645615299930796,763,749,744
122,5.675641200039536,398,334,325
123,5.7055851998738945,393,324,311
124,5.735510600032285,444,377,384
125,5.765688400017098,400,323,327
126,5.795607199892402,383,352,356
127,5.82575979991816,359,309,348
128,5.855659799883142,376,322,357
129,5.886187199968845,371,318,366
130,5.915628300048411,375,325,365
131,5.945504799950868,374,328,339
132,5.975848000030965,366,329,340
133,6.0057832999154925,371,331,340
134,6.036278899991885,371,330,340
135,6.065737500088289,371,330,340
136,6.095752799883485,372,330,340
137,6.125444799894467,373,330,340
138,6.1555802000220865,372,330,340
139,6.185851499903947,373,329,340
140,6.215636200038716,372,329,340
141,6.245532700093463,373,330,340
